baseline_bp_val,baseline_bp_trg, %,  baseline_hr_val,baseline_hr_trg, %,  baseline_pp_val,baseline_pp_trg, %,  ph1_peak_val,ph1_peak_trg, %,  ph2_mean_min_val,ph2_mean_min_trg, %,  ph2_max_val,ph2_max_trg, %,  ph4_drop_val,ph4_drop_trg, %,  ph4_ovrshoot_val,ph4_ovrshoot_trg, %,  ph5_recovery_val,ph5_recovery_trg, %,  ph1_hr_min_val,ph1_hr_min_trg, %,  ph4_hr_max_val,ph4_hr_max_trg, %,  ph4_hr_drop_val,ph4_hr_drop_trg, %,  ph5_hr_recovery_val,ph5_hr_recovery_trg, %,  t_ph1_peak_val,t_ph1_peak_trg, %,  t_ph2_mean_min_val,t_ph2_mean_min_trg, %,  t_ph2_max_val,t_ph2_max_trg, %,  t_ph4_drop_val,t_ph4_drop_trg, %,  t_ph4_ovrshoot_val,t_ph4_ovrshoot_trg, %,  t_ph1_hr_min_val,t_ph1_hr_min_trg, %,  t_ph4_hr_max_val,t_ph4_hr_max_trg, %,  t_ph4_hr_drop_val,t_ph4_hr_drop_trg, %,  pp_ph2_mean_min_val,pp_ph2_mean_min_trg, %,  pp_ph2_max_val,pp_ph2_max_trg, %,  pp_ph4_drop_val,pp_ph4_drop_trg, %,  SV_min_valsalva_val,SV_min_valsalva_trg, %,  SV_min_midValsalva_val,SV_min_midValsalva_trg, %,  SV_min_recovery_val,SV_min_recovery_trg, %  ,run, datetime, total_costs
9.451e+01,1.158e+02,00,  6.325e+01,7.011e+01,00,  4.168e+01,5.684e+01,00,  1.175e+00,1.155e+00,00,  9.973e-01,1.046e+00,00,  1.111e+00,1.146e+00,00,  8.333e-01,9.703e-01,01,  1.304e+00,1.113e+00,01,  9.574e-01,1.008e+00,00,  9.985e-01,9.517e-01,00,  1.608e+00,1.346e+00,01,  9.582e-01,8.372e-01,01,  9.828e-01,9.457e-01,00,  2.700e-01,1.398e+00,00,  8.840e+00,6.379e+00,05,  -6.900e-01,-2.708e+00,20,  5.500e-01,9.885e-01,07,  2.400e+00,3.630e+00,04,  2.700e-01,2.092e+00,00,  1.180e+00,2.253e+00,08,  4.110e+00,6.501e+00,05,  3.608e-01,8.576e-01,12,  3.949e-01,6.536e-01,06,  5.555e-01,7.882e-01,03,  2.810e+01,>25.000  ,00,  6.304e+01,>60.000  ,00,  7.683e+00,>60.000  ,27  ,027,2020-10-23 14:32:17, 2.835258e+00
9.452e+01,1.158e+02,00,  6.329e+01,7.011e+01,00,  4.152e+01,5.684e+01,00,  1.177e+00,1.155e+00,00,  9.747e-01,1.046e+00,00,  1.076e+00,1.146e+00,00,  8.195e-01,9.703e-01,01,  1.290e+00,1.113e+00,01,  9.541e-01,1.008e+00,00,  9.979e-01,9.517e-01,00,  1.607e+00,1.346e+00,01,  9.295e-01,8.372e-01,00,  9.830e-01,9.457e-01,00,  2.600e-01,1.398e+00,00,  8.790e+00,6.379e+00,04,  -7.900e-01,-2.708e+00,16,  4.200e-01,9.885e-01,10,  2.240e+00,3.630e+00,05,  2.600e-01,2.092e+00,00,  0.000e+00,2.253e+00,31,  3.810e+00,6.501e+00,05,  3.399e-01,8.576e-01,11,  3.807e-01,6.536e-01,05,  4.467e-01,7.882e-01,06,  2.663e+01,>25.000  ,00,  6.181e+01,>60.000  ,00,  4.228e+01,>60.000  ,03  ,028,2020-10-23 14:33:00, 3.221558e+00
9.454e+01,1.158e+02,00,  6.318e+01,7.011e+01,00,  4.143e+01,5.684e+01,00,  1.171e+00,1.155e+00,00,  9.798e-01,1.046e+00,00,  1.085e+00,1.146e+00,00,  8.144e-01,9.703e-01,01,  1.299e+00,1.113e+00,01,  9.554e-01,1.008e+00,00,  9.892e-01,9.517e-01,00,  1.610e+00,1.346e+00,01,  9.402e-01,8.372e-01,00,  9.818e-01,9.457e-01,00,  2.900e-01,1.398e+00,00,  8.840e+00,6.379e+00,05,  -7.300e-01,-2.708e+00,16,  4.900e-01,9.885e-01,08,  2.320e+00,3.630e+00,04,  2.900e-01,2.092e+00,00,  0.000e+00,2.253e+00,31,  3.940e+00,6.501e+00,05,  3.471e-01,8.576e-01,11,  3.908e-01,6.536e-01,05,  4.846e-01,7.882e-01,05,  2.710e+01,>25.000  ,00,  6.254e+01,>60.000  ,00,  3.029e+01,>60.000  ,08  ,029,2020-10-23 14:33:42, 3.251368e+00
9.450e+01,1.158e+02,00,  6.343e+01,7.011e+01,00,  4.159e+01,5.684e+01,00,  1.190e+00,1.155e+00,00,  9.708e-01,1.046e+00,00,  1.068e+00,1.146e+00,00,  8.217e-01,9.703e-01,01,  1.273e+00,1.113e+00,01,  9.535e-01,1.008e+00,00,  9.957e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.366e-01,8.372e-01,01,  9.794e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.700e-01,-2.708e+00,20,  3.600e-01,9.885e-01,18,  2.800e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.560e+00,2.253e+00,04,  3.650e+00,6.501e+00,08,  3.357e-01,8.576e-01,16,  3.818e-01,6.536e-01,08,  4.867e-01,7.882e-01,06,  2.574e+01,>25.000  ,00,  6.083e+01,>60.000  ,00,  3.647e+01,>60.000  ,07  ,030,2020-10-23 14:34:25, 2.295130e+00
9.450e+01,1.158e+02,00,  6.343e+01,7.011e+01,00,  4.159e+01,5.684e+01,00,  1.190e+00,1.155e+00,00,  9.708e-01,1.046e+00,00,  1.068e+00,1.146e+00,00,  8.217e-01,9.703e-01,01,  1.273e+00,1.113e+00,01,  9.535e-01,1.008e+00,00,  9.957e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.366e-01,8.372e-01,01,  9.794e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.700e-01,-2.708e+00,20,  3.600e-01,9.885e-01,18,  2.800e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.560e+00,2.253e+00,04,  3.650e+00,6.501e+00,08,  3.357e-01,8.576e-01,16,  3.818e-01,6.536e-01,08,  4.867e-01,7.882e-01,06,  2.574e+01,>25.000  ,00,  6.083e+01,>60.000  ,00,  3.646e+01,>60.000  ,07  ,031,2020-10-23 14:35:08, 2.295135e+00
9.450e+01,1.158e+02,00,  6.343e+01,7.011e+01,00,  4.159e+01,5.684e+01,00,  1.190e+00,1.155e+00,00,  9.708e-01,1.046e+00,00,  1.068e+00,1.146e+00,00,  8.217e-01,9.703e-01,01,  1.273e+00,1.113e+00,01,  9.535e-01,1.008e+00,00,  9.957e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.366e-01,8.372e-01,01,  9.794e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.700e-01,-2.708e+00,20,  3.600e-01,9.885e-01,18,  2.800e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.560e+00,2.253e+00,04,  3.650e+00,6.501e+00,08,  3.357e-01,8.576e-01,16,  3.818e-01,6.536e-01,08,  4.867e-01,7.882e-01,06,  2.574e+01,>25.000  ,00,  6.083e+01,>60.000  ,00,  3.646e+01,>60.000  ,07  ,032,2020-10-23 14:35:50, 2.295139e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.149e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.702e-01,1.046e+00,00,  1.066e+00,1.146e+00,00,  8.241e-01,9.703e-01,01,  1.272e+00,1.113e+00,01,  9.533e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.275e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,21,  3.500e-01,9.885e-01,19,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  4.630e+00,6.501e+00,04,  3.340e-01,8.576e-01,17,  3.742e-01,6.536e-01,08,  4.877e-01,7.882e-01,07,  2.578e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.796e+01,>60.000  ,06  ,033,2020-10-23 14:36:32, 2.186844e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.150e+01,5.684e+01,00,  1.189e+00,1.155e+00,00,  9.700e-01,1.046e+00,00,  1.067e+00,1.146e+00,00,  8.230e-01,9.703e-01,01,  1.278e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.631e+00,1.346e+00,02,  9.275e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,20,  3.500e-01,9.885e-01,19,  2.780e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  4.620e+00,6.501e+00,04,  3.337e-01,8.576e-01,17,  3.715e-01,6.536e-01,08,  4.836e-01,7.882e-01,07,  2.576e+01,>25.000  ,00,  6.058e+01,>60.000  ,00,  3.662e+01,>60.000  ,07  ,034,2020-10-23 14:37:15, 2.223747e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.149e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.703e-01,1.046e+00,00,  1.067e+00,1.146e+00,00,  8.226e-01,9.703e-01,01,  1.273e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.275e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,21,  3.500e-01,9.885e-01,19,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  4.630e+00,6.501e+00,04,  3.343e-01,8.576e-01,17,  3.751e-01,6.536e-01,08,  4.890e-01,7.882e-01,07,  2.581e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.793e+01,>60.000  ,06  ,035,2020-10-23 14:37:57, 2.185134e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.149e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.702e-01,1.046e+00,00,  1.066e+00,1.146e+00,00,  8.221e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.275e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,21,  3.500e-01,9.885e-01,19,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  4.630e+00,6.501e+00,04,  3.342e-01,8.576e-01,17,  3.749e-01,6.536e-01,08,  4.880e-01,7.882e-01,07,  2.579e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.747e+01,>60.000  ,06  ,036,2020-10-23 14:38:39, 2.192360e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.149e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.704e-01,1.046e+00,00,  1.067e+00,1.146e+00,00,  8.232e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.538e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.367e-01,8.372e-01,01,  9.773e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,20,  3.500e-01,9.885e-01,18,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  3.630e+00,6.501e+00,09,  3.343e-01,8.576e-01,16,  3.753e-01,6.536e-01,08,  4.899e-01,7.882e-01,06,  2.583e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.842e+01,>60.000  ,06  ,037,2020-10-23 14:39:22, 2.292364e+00
9.453e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.150e+01,5.684e+01,00,  1.184e+00,1.155e+00,00,  9.657e-01,1.046e+00,00,  1.065e+00,1.146e+00,00,  8.211e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.528e-01,1.008e+00,00,  1.007e+00,9.517e-01,00,  1.604e+00,1.346e+00,02,  9.279e-01,8.372e-01,00,  9.796e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.900e-01,-2.708e+00,18,  3.500e-01,9.885e-01,17,  2.780e+00,3.630e+00,02,  0.000e+00,2.092e+00,00,  9.500e-01,2.253e+00,14,  4.610e+00,6.501e+00,03,  3.357e-01,8.576e-01,15,  3.880e-01,6.536e-01,07,  4.819e-01,7.882e-01,06,  2.595e+01,>25.000  ,00,  6.062e+01,>60.000  ,00,  3.532e+01,>60.000  ,07  ,038,2020-10-23 14:40:05, 2.445482e+00
9.450e+01,1.158e+02,00,  6.343e+01,7.011e+01,00,  4.152e+01,5.684e+01,00,  1.189e+00,1.155e+00,00,  9.746e-01,1.046e+00,00,  1.073e+00,1.146e+00,00,  8.248e-01,9.703e-01,01,  1.272e+00,1.113e+00,01,  9.536e-01,1.008e+00,00,  9.957e-01,9.517e-01,00,  1.603e+00,1.346e+00,01,  9.366e-01,8.372e-01,01,  9.794e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,05,  -8.800e-01,-2.708e+00,18,  3.600e-01,9.885e-01,16,  2.800e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  9.600e-01,2.253e+00,13,  3.650e+00,6.501e+00,08,  3.326e-01,8.576e-01,15,  3.722e-01,6.536e-01,07,  4.813e-01,7.882e-01,06,  2.558e+01,>25.000  ,00,  6.056e+01,>60.000  ,00,  4.190e+01,>60.000  ,04  ,039,2020-10-23 14:40:48, 2.481926e+00
9.451e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.149e+01,5.684e+01,00,  1.189e+00,1.155e+00,00,  9.711e-01,1.046e+00,00,  1.072e+00,1.146e+00,00,  8.292e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.536e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,01,  9.367e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,05,  -8.800e-01,-2.708e+00,18,  3.500e-01,9.885e-01,17,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  9.600e-01,2.253e+00,13,  3.640e+00,6.501e+00,08,  3.339e-01,8.576e-01,15,  3.782e-01,6.536e-01,07,  4.929e-01,7.882e-01,06,  2.592e+01,>25.000  ,00,  6.056e+01,>60.000  ,00,  4.001e+01,>60.000  ,04  ,040,2020-10-23 14:41:30, 2.496375e+00
9.452e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.152e+01,5.684e+01,00,  1.184e+00,1.155e+00,00,  9.693e-01,1.046e+00,00,  1.061e+00,1.146e+00,00,  8.175e-01,9.703e-01,01,  1.276e+00,1.113e+00,01,  9.528e-01,1.008e+00,00,  1.007e+00,9.517e-01,00,  1.604e+00,1.346e+00,02,  9.279e-01,8.372e-01,00,  9.797e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,19,  3.500e-01,9.885e-01,17,  2.780e+00,3.630e+00,02,  0.000e+00,2.092e+00,00,  9.500e-01,2.253e+00,14,  4.620e+00,6.501e+00,03,  3.344e-01,8.576e-01,15,  3.698e-01,6.536e-01,08,  4.815e-01,7.882e-01,06,  2.571e+01,>25.000  ,00,  6.062e+01,>60.000  ,00,  3.703e+01,>60.000  ,06  ,041,2020-10-23 14:42:12, 2.454464e+00
9.450e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.148e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.705e-01,1.046e+00,00,  1.067e+00,1.146e+00,00,  8.230e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.275e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,21,  3.500e-01,9.885e-01,19,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  4.630e+00,6.501e+00,04,  3.344e-01,8.576e-01,17,  3.763e-01,6.536e-01,08,  4.889e-01,7.882e-01,07,  2.581e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.760e+01,>60.000  ,06  ,042,2020-10-23 14:42:55, 2.187436e+00
9.451e+01,1.158e+02,00,  6.342e+01,7.011e+01,00,  4.150e+01,5.684e+01,00,  1.188e+00,1.155e+00,00,  9.701e-01,1.046e+00,00,  1.067e+00,1.146e+00,00,  8.223e-01,9.703e-01,01,  1.274e+00,1.113e+00,01,  9.533e-01,1.008e+00,00,  9.958e-01,9.517e-01,00,  1.603e+00,1.346e+00,02,  9.367e-01,8.372e-01,01,  9.792e-01,9.457e-01,00,  2.200e-01,1.398e+00,00,  8.730e+00,6.379e+00,06,  -8.800e-01,-2.708e+00,20,  3.500e-01,9.885e-01,18,  2.790e+00,3.630e+00,02,  2.200e-01,2.092e+00,00,  1.550e+00,2.253e+00,04,  3.630e+00,6.501e+00,08,  3.341e-01,8.576e-01,16,  3.739e-01,6.536e-01,08,  4.890e-01,7.882e-01,06,  2.581e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  3.829e+01,>60.000  ,06  ,043,2020-10-23 14:43:37, 2.297502e+00
9.450e+01,1.158e+02,00,  6.362e+01,7.011e+01,00,  4.118e+01,5.684e+01,00,  1.193e+00,1.155e+00,00,  9.417e-01,1.046e+00,00,  1.026e+00,1.146e+00,00,  7.925e-01,9.703e-01,01,  1.317e+00,1.113e+00,01,  9.493e-01,1.008e+00,00,  9.824e-01,9.517e-01,00,  1.655e+00,1.346e+00,02,  7.859e-01,8.372e-01,00,  9.770e-01,9.457e-01,00,  1.700e-01,1.398e+00,00,  1.004e+01,6.379e+00,10,  -1.030e+00,-2.708e+00,12,  7.900e-01,9.885e-01,01,  2.550e+00,3.630e+00,03,  0.000e+00,2.092e+00,00,  1.370e+00,2.253e+00,05,  0.000e+00,6.501e+00,31,  3.239e-01,8.576e-01,12,  3.484e-01,6.536e-01,07,  6.797e-01,7.882e-01,01,  2.230e+01,>25.000  ,00,  5.926e+01,>60.000  ,00,  2.120e+01,>60.000  ,13  ,044,2020-10-23 14:44:19, 3.201162e+00
9.456e+01,1.158e+02,00,  6.318e+01,7.011e+01,00,  4.138e+01,5.684e+01,00,  1.169e+00,1.155e+00,00,  9.884e-01,1.046e+00,00,  1.110e+00,1.146e+00,00,  8.396e-01,9.703e-01,01,  1.297e+00,1.113e+00,01,  9.569e-01,1.008e+00,00,  9.996e-01,9.517e-01,00,  1.610e+00,1.346e+00,02,  9.310e-01,8.372e-01,01,  9.810e-01,9.457e-01,00,  2.900e-01,1.398e+00,00,  8.830e+00,6.379e+00,06,  -7.300e-01,-2.708e+00,22,  5.000e-01,9.885e-01,10,  2.350e+00,3.630e+00,05,  2.900e-01,2.092e+00,00,  1.140e+00,2.253e+00,10,  3.990e+00,6.501e+00,06,  3.608e-01,8.576e-01,14,  4.047e-01,6.536e-01,06,  5.210e-01,7.882e-01,05,  2.793e+01,>25.000  ,00,  6.216e+01,>60.000  ,00,  3.113e+01,>60.000  ,10  ,045,2020-10-23 14:45:03, 2.376838e+00
9.454e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.124e+01,5.684e+01,00,  1.182e+00,1.155e+00,00,  9.598e-01,1.046e+00,00,  1.065e+00,1.146e+00,00,  8.323e-01,9.703e-01,01,  1.281e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.964e-01,9.517e-01,00,  1.632e+00,1.346e+00,02,  9.102e-01,8.372e-01,00,  9.739e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.710e+00,6.379e+00,06,  -9.200e-01,-2.708e+00,20,  3.200e-01,9.885e-01,21,  2.720e+00,3.630e+00,03,  2.300e-01,2.092e+00,00,  1.500e+00,2.253e+00,05,  4.480e+00,6.501e+00,04,  3.328e-01,8.576e-01,17,  3.887e-01,6.536e-01,07,  4.394e-01,7.882e-01,09,  2.598e+01,>25.000  ,00,  5.974e+01,>60.000  ,00,  4.364e+01,>60.000  ,03  ,046,2020-10-23 14:45:45, 2.221050e+00
9.454e+01,1.158e+02,00,  6.354e+01,7.011e+01,00,  4.117e+01,5.684e+01,00,  1.190e+00,1.155e+00,00,  9.545e-01,1.046e+00,00,  1.057e+00,1.146e+00,00,  8.249e-01,9.703e-01,01,  1.298e+00,1.113e+00,01,  9.514e-01,1.008e+00,00,  1.005e+00,9.517e-01,00,  1.628e+00,1.346e+00,02,  7.870e-01,8.372e-01,00,  9.759e-01,9.457e-01,00,  1.900e-01,1.398e+00,00,  8.650e+00,6.379e+00,05,  -1.000e+00,-2.708e+00,16,  8.200e-01,9.885e-01,01,  2.600e+00,3.630e+00,03,  0.000e+00,2.092e+00,00,  1.410e+00,2.253e+00,06,  0.000e+00,6.501e+00,39,  3.302e-01,8.576e-01,15,  3.869e-01,6.536e-01,07,  7.113e-01,7.882e-01,00,  2.556e+01,>25.000  ,00,  5.891e+01,>60.000  ,00,  4.257e+01,>60.000  ,03  ,047,2020-10-23 14:46:28, 2.532593e+00
9.458e+01,1.158e+02,00,  6.321e+01,7.011e+01,00,  4.114e+01,5.684e+01,00,  1.172e+00,1.155e+00,00,  9.635e-01,1.046e+00,00,  1.075e+00,1.146e+00,00,  8.272e-01,9.703e-01,01,  1.264e+00,1.113e+00,01,  9.535e-01,1.008e+00,00,  9.888e-01,9.517e-01,00,  1.609e+00,1.346e+00,01,  9.216e-01,8.372e-01,00,  9.767e-01,9.457e-01,00,  2.800e-01,1.398e+00,00,  8.780e+00,6.379e+00,05,  -8.400e-01,-2.708e+00,16,  3.800e-01,9.885e-01,13,  2.830e+00,3.630e+00,02,  2.800e-01,2.092e+00,00,  0.000e+00,2.253e+00,34,  4.680e+00,6.501e+00,03,  3.372e-01,8.576e-01,13,  3.986e-01,6.536e-01,05,  5.015e-01,7.882e-01,05,  2.638e+01,>25.000  ,00,  6.059e+01,>60.000  ,00,  5.177e+01,>60.000  ,01  ,048,2020-10-23 14:47:11, 2.899143e+00
9.454e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.124e+01,5.684e+01,00,  1.182e+00,1.155e+00,00,  9.598e-01,1.046e+00,00,  1.065e+00,1.146e+00,00,  8.323e-01,9.703e-01,01,  1.281e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.964e-01,9.517e-01,00,  1.632e+00,1.346e+00,02,  9.102e-01,8.372e-01,00,  9.739e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.710e+00,6.379e+00,06,  -9.200e-01,-2.708e+00,20,  3.200e-01,9.885e-01,21,  2.720e+00,3.630e+00,03,  2.300e-01,2.092e+00,00,  1.500e+00,2.253e+00,05,  4.480e+00,6.501e+00,04,  3.328e-01,8.576e-01,17,  3.887e-01,6.536e-01,07,  4.394e-01,7.882e-01,09,  2.598e+01,>25.000  ,00,  5.974e+01,>60.000  ,00,  4.364e+01,>60.000  ,03  ,049,2020-10-23 14:47:53, 2.221049e+00
9.456e+01,1.158e+02,00,  6.336e+01,7.011e+01,00,  4.118e+01,5.684e+01,00,  1.180e+00,1.155e+00,00,  9.582e-01,1.046e+00,00,  1.064e+00,1.146e+00,00,  8.304e-01,9.703e-01,01,  1.281e+00,1.113e+00,01,  9.525e-01,1.008e+00,00,  9.968e-01,9.517e-01,00,  1.661e+00,1.346e+00,02,  9.019e-01,8.372e-01,00,  9.740e-01,9.457e-01,00,  2.400e-01,1.398e+00,00,  8.710e+00,6.379e+00,05,  -9.300e-01,-2.708e+00,15,  3.200e-01,9.885e-01,16,  2.700e+00,3.630e+00,02,  2.400e-01,2.092e+00,00,  3.200e-01,2.253e+00,26,  4.430e+00,6.501e+00,04,  3.313e-01,8.576e-01,13,  3.870e-01,6.536e-01,06,  4.018e-01,7.882e-01,08,  2.581e+01,>25.000  ,00,  5.940e+01,>60.000  ,00,  4.882e+01,>60.000  ,01  ,050,2020-10-23 14:48:36, 2.866553e+00
9.454e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.131e+01,5.684e+01,00,  1.184e+00,1.155e+00,00,  9.610e-01,1.046e+00,00,  1.066e+00,1.146e+00,00,  8.302e-01,9.703e-01,01,  1.278e+00,1.113e+00,01,  9.531e-01,1.008e+00,00,  9.964e-01,9.517e-01,00,  1.604e+00,1.346e+00,01,  9.102e-01,8.372e-01,00,  9.759e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.720e+00,6.379e+00,05,  -9.100e-01,-2.708e+00,16,  3.300e-01,9.885e-01,16,  2.740e+00,3.630e+00,02,  2.300e-01,2.092e+00,00,  3.300e-01,2.253e+00,26,  4.520e+00,6.501e+00,03,  3.362e-01,8.576e-01,13,  3.920e-01,6.536e-01,06,  4.608e-01,7.882e-01,06,  2.612e+01,>25.000  ,00,  6.005e+01,>60.000  ,00,  3.918e+01,>60.000  ,04  ,051,2020-10-23 14:49:19, 2.828964e+00
9.454e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.124e+01,5.684e+01,00,  1.182e+00,1.155e+00,00,  9.600e-01,1.046e+00,00,  1.065e+00,1.146e+00,00,  8.320e-01,9.703e-01,01,  1.282e+00,1.113e+00,01,  9.532e-01,1.008e+00,00,  9.964e-01,9.517e-01,00,  1.632e+00,1.346e+00,02,  9.102e-01,8.372e-01,00,  9.739e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.710e+00,6.379e+00,06,  -9.200e-01,-2.708e+00,20,  3.200e-01,9.885e-01,21,  2.720e+00,3.630e+00,03,  2.300e-01,2.092e+00,00,  1.500e+00,2.253e+00,05,  4.490e+00,6.501e+00,04,  3.331e-01,8.576e-01,17,  3.887e-01,6.536e-01,07,  4.399e-01,7.882e-01,09,  2.600e+01,>25.000  ,00,  5.974e+01,>60.000  ,00,  4.407e+01,>60.000  ,03  ,052,2020-10-23 14:50:01, 2.215384e+00
9.454e+01,1.158e+02,00,  6.339e+01,7.011e+01,00,  4.124e+01,5.684e+01,00,  1.182e+00,1.155e+00,00,  9.599e-01,1.046e+00,00,  1.065e+00,1.146e+00,00,  8.322e-01,9.703e-01,01,  1.280e+00,1.113e+00,01,  9.521e-01,1.008e+00,00,  9.964e-01,9.517e-01,00,  1.632e+00,1.346e+00,02,  9.015e-01,8.372e-01,00,  9.779e-01,9.457e-01,00,  2.300e-01,1.398e+00,00,  8.710e+00,6.379e+00,06,  -9.200e-01,-2.708e+00,20,  3.200e-01,9.885e-01,21,  2.720e+00,3.630e+00,03,  2.300e-01,2.092e+00,00,  1.500e+00,2.253e+00,05,  4.480e+00,6.501e+00,04,  3.330e-01,8.576e-01,17,  3.895e-01,6.536e-01,07,  4.397e-01,7.882e-01,09,  2.598e+01,>25.000  ,00,  5.974e+01,>60.000  ,00,  4.387e+01,>60.000  ,03  ,053,2020-10-23 14:50:44, 2.215799e+00
